StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consenso,sesso,eta_1,coinqui,citta,etnia_1,regione,tit_studio,lavoro,altezza_1,peso_1,ora_letto,ore_di_sonno,imp_sonno_1,fumo,fumo_inizio,fumo_oggetto,fumo_oggetto_4_TEXT,droghe,droghe_tipo,droghe_freq,alcol_sino,alcol_quant_1,alcol_quant_2,alcol_quant_3,alcol_quant_4,sport_imp_1,sport,sport_freq_1,sport_impegno_1,sport_dieta,scuola_dist,scuola_mezzo,bici,bici_freq,passeggiata_freq,app_passi,veg,integratori,integratori_freq,integratori_why,valori_nut,valori_nut_quali,spes,qualita_economicita_1,salto_pasti,salto_pasti_quali,acqua_quanta,bibite_freq,alimentaz_imp_1,peso_cibo,so_cucinare,cucino_io,abitudini_cambio,abitudini_why_cambio,abitudini_anni_cambi,giorno_cibi_1,giorno_cibi_2,giorno_cibi_3,giorno_cibi_4,giorno_cibi_5,giorno_cibi_6,giorno_cibi_7,pausa_mattina_cibi_1,pausa_mattina_cibi_2,pausa_mattina_cibi_3,pausa_mattina_cibi_4,pausa_pome_cibi_1,pausa_pome_cibi_2,pausa_pome_cibi_3,pausa_pome_cibi_4,fast_food_freq_1,surgelati_freq_1,asporto_freq_1
2019-11-19 10:23:09,2019-11-19 10:31:13,IP Address,144.121.102.245,100,483,True,2019-11-19 10:31:15,R_emsROieTeRN493P,,,,,40.8730926513671875,-73.87259674072265625,anonymous,EN-GB,Sì,Femmina,25,Coinquilini,"Metropoli  ",,,Laurea magistrale,Lavoratore a tempo pieno,184,48,Prima delle 23,6-7 ore,100,No,,,,Sì,Leggere,Occasionalmente,No,2,3,0,3,100,Sì,5,73,No,Più di 5 km,metro,No,,Spesso,Sì,No,Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri",Io,23,No,,Tra 1 e 2 litri,Raramente,79,No,Sì,A volte,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",22,4,7,5,2,,,,2,0,1,2,2,0,5,2,2,5,7
2019-11-19 10:25:03,2019-11-19 10:31:19,IP Address,93.34.52.199,100,376,True,2019-11-19 10:31:19,R_ANDISsjPgT2x86l,,,,,45.47430419921875,9.2006988525390625,anonymous,EN-GB,Sì,Femmina,25,Coinquilini,"Metropoli  ",Germania,,Laurea triennale,Studente,105,60,Tra le 23 e l'1,7-8 ore,100,No,,,,No,,,No,1,1,0,1,77,Sì,3,69,No,Tra 1 e 5 km,metro,Sì,Spesso,Quasi sempre,Sì,No,No,,,A volte,,Io,,Sì,Pranzo,Più di 2 litri,Quasi mai,83,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,20,4,7,4,3,3,1,2,4,5,,,4,4,3,,1,0,0
2019-11-19 10:24:48,2019-11-19 10:31:28,IP Address,199.116.174.41,100,399,True,2019-11-19 10:31:28,R_2bOXh1WZC5ZcB14,,,,,39.1089935302734375,-77.2489013671875,anonymous,EN-GB,Sì,Maschio,30,Con un partner,Citta,Stati Uniti d'America,,Laurea magistrale,Lavoratore a tempo pieno,111,70,Prima delle 23,7-8 ore,79,No,,,,No,,,No,1,,,,78,Sì,4,,No,Più di 5 km,auto,Sì,Quasi mai,A volte,Sì,No,No,,,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,68,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,100,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",20,5,5,1,1,5,1,1,0,0,0,0,3,0,0,0,3,0,2
2019-11-19 10:27:10,2019-11-19 10:31:59,IP Address,179.51.74.82,100,289,True,2019-11-19 10:32:01,R_3htOSNPP7MtjVAm,,,,,19,-70.6667022705078125,anonymous,EN-GB,Sì,Femmina,29,Con un partner,Citta,,,Laurea magistrale,Lavoratore a tempo pieno,,48,Prima delle 23,7-8 ore,100,No,,,,No,,,No,,2,,1,89,Sì,3,83,No,Tra 1 e 5 km,auto,Sì,A volte,Quasi sempre,Sì,No,Sì,Abitualmente,Scelte personali,A volte,,Io,96,Sì,Colazione,Tra 1 e 2 litri,Raramente,78,No,Sì,Spesso,Sì,"Per necessità mediche,Per la mia forma fisica,Per lo sport",24,8,14,4,7,5,,1,3,0,3,,6,0,7,,2,2,4
2019-11-19 10:24:58,2019-11-19 10:32:41,IP Address,151.68.181.112,100,463,True,2019-11-19 10:32:42,R_1MkOAPXtZzqAnK1,,,,,45.57440185546875,9.0753936767578125,anonymous,EN-GB,Sì,Femmina,20,Da solo,"Metropoli  ",Polonia,,Maturità,Studente,204,53,Dopo l'1,7-8 ore,75,No,,,,No,,,No,0,2,1,2,34,No,,,,Tra 1 e 5 km,metro,No,,Quasi sempre,Sì,No,No,,,No,,Io,47,No,,Meno di 1 litro,Quasi Sempre,61,No,Sì,A volte,Sì,Quando sono andato a vivere da solo,19,7,7,1,6,7,0,1,4,0,0,2,2,0,0,2,12,5,0
2019-11-19 10:27:09,2019-11-19 10:32:52,IP Address,142.169.78.156,100,342,True,2019-11-19 10:32:52,R_2tFKqqwrckq42oB,,,,,45.5724945068359375,-73.61949920654296875,anonymous,EN-GB,Sì,Femmina,27,Genitori/genitore,Citta,Canada,,Laurea magistrale,Lavoratore a tempo pieno,206,68,Prima delle 23,6-7 ore,60,No,,,,Sì,Leggere,Occasionalmente,No,2,1,0,,69,No,,,,Più di 5 km,auto,Sì,Quasi mai,A volte,Sì,No,Sì,Occasionalmente,Scelte personali,A volte,,Io,29,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,Raramente,64,No,Sì,Spesso,Sì,"Per necessità mediche,Quando sono andato a vivere da solo,Per la mia forma fisica",24,12,6,6,4,9,1,3,0,0,0,0,0,0,0,0,6,2,0
2019-11-19 10:24:54,2019-11-19 10:33:20,IP Address,35.40.73.70,100,505,True,2019-11-19 10:33:21,R_2CThf0WRhIofmOR,,,,,42.9698028564453125,-85.92120361328125,anonymous,EN-GB,Sì,Maschio,22,Coinquilini,Citta,Isole Minori degli Stati Uniti d'America,,Laurea triennale,"Studente,Lavoratore part time",141,106,Tra le 23 e l'1,6-7 ore,100,Occasionalmente,,,,Sì,Pesanti,Abitualmente,No,8,1,2,2,100,Sì,4,74,Sì,Tra 1 e 5 km,auto,No,,Quasi mai,No,Altro,No,,,A volte,,Io,32,No,,Tra 1 e 2 litri,Quasi mai,90,,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Per la mia forma fisica",20,10,14,2,10,14,0,10,1,0,1,0,1,0,1,0,5,5,3
2019-11-19 10:29:41,2019-11-19 10:33:58,IP Address,109.41.193.196,100,256,True,2019-11-19 10:34:01,R_1i2LJDzsryx7En3,,,,,48.1497039794921875,11.5850067138671875,anonymous,EN-GB,Sì,Femmina,24,Genitori/genitore,"Metropoli  ",Germania,,Maturità,"Studente,Lavoratore a tempo pieno",113,65,Tra le 23 e l'1,7-8 ore,77,Sì,Prima dei 18 anni,Sigaretta,,No,,,No,0,,,,94,No,,,,Più di 5 km,"auto,metro",No,,Quasi mai,Sì,No,No,,,A volte,,Genitori,19,Sì,"Colazione,Cena",Meno di 1 litro,Quasi Sempre,90,No,No,,No,,,2,13,,5,10,,7,2,2,2,2,2,2,2,2,10,20,3
2019-11-19 10:17:13,2019-11-19 10:33:54,IP Address,176.198.181.243,100,1000,True,2019-11-19 10:34:01,R_1Km27cMFp3C8dRc,,,,,51.4994964599609375,7.4716949462890625,anonymous,EN-GB,Sì,Femmina,20,Coinquilini,Citta,Germania,,Maturità,Lavoratore a tempo pieno,131,95,Prima delle 23,6-7 ore,100,No,,,,No,,,No,0,1,,,76,No,,,,Più di 5 km,"metro,piedi",Sì,Raramente,A volte,No,Semi-vegetariano (mangi il pesce),No,,,A volte,,Io,,Sì,"Colazione,Cena",Tra 1 e 2 litri,Quasi mai,70,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",15,14,10,1,7,1,,2,2,0,0,0,7,0,2,4,1,1,1
2019-11-19 10:29:56,2019-11-19 10:34:43,IP Address,162.155.153.242,100,286,True,2019-11-19 10:34:43,R_1daU93dPIKyDNcx,,,,,38.2577056884765625,-85.70980072021484375,anonymous,EN-GB,Sì,Femmina,27,Con un partner,Citta,Stati Uniti d'America,,Laurea magistrale,Lavoratore a tempo pieno,111,77,Prima delle 23,6-7 ore,76,Sì,Dopo i 18 anni,Sigaretta,,Sì,Leggere,Abitualmente,No,,7,,,69,Sì,2,17,No,Tra 1 e 5 km,auto,Sì,Raramente,Raramente,Sì,Vegetariano,No,,,A volte,,Io,18,Sì,Colazione,Tra 1 e 2 litri,Raramente,85,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",26,12,7,8,4,,,3,0,0,0,0,0,0,0,0,1,4,6
2019-11-19 10:26:59,2019-11-19 10:35:04,IP Address,129.82.194.185,100,485,True,2019-11-19 10:35:05,R_30cw3roAmhgdbY2,,,,,40.585296630859375,-105.0843963623046875,anonymous,EN-GB,Sì,Femmina,26,Coinquilini,Citta,Stati Uniti d'America,,Laurea triennale,"Studente,Lavoratore part time",97,58,Tra le 23 e l'1,6-7 ore,88,No,,,,Sì,Leggere,Occasionalmente,No,,2,7,2,93,Sì,6,100,Sì,Più di 5 km,auto,Sì,Raramente,A volte,Sì,Semi-vegetariano (mangi il pesce),Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,70,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,100,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",16,14,2,7,6,3,1,2,3,6,1,3,3,6,0,3,0,0,0
2019-11-19 10:26:14,2019-11-19 10:35:13,IP Address,165.230.224.131,100,539,True,2019-11-19 10:35:14,R_2dyJtJa1qrTJeOd,,,,,40.5175018310546875,-74.39910125732421875,anonymous,EN-GB,Sì,Femmina,20,Coinquilini,"Metropoli  ",Stati Uniti d'America,,Maturità,Studente,115,81,Prima delle 23,6-7 ore,75,No,,,,No,,,No,,1,1,,100,Sì,7,100,Sì,Tra 1 e 5 km,auto,No,,Raramente,Sì,No,Sì,Abitualmente,Per uno sport,Sì,"Calorie, grassi, zuccheri",Io,70,Sì,Pranzo,Tra 1 e 2 litri,Raramente,73,No,Sì,Quasi sempre,No,,,5,10,3,5,7,2,5,4,1,2,2,3,2,3,2,1,2,2
2019-11-19 10:27:49,2019-11-19 10:35:45,IP Address,71.238.192.156,100,475,True,2019-11-19 10:35:45,R_9zdyT6abUiDnNvz,,,,,34.87750244140625,-92.22650146484375,anonymous,EN-GB,Sì,Femmina,28,Con un partner,"Paese ",Stati Uniti d'America,,Laurea triennale,Lavoratore a tempo pieno,111,118,Prima delle 23,4-6 ore,82,No,,,,No,,,No,,1,,,72,Sì,3,30,No,Tra 1 e 5 km,auto,No,,Spesso,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,38,Sì,Colazione,Tra 1 e 2 litri,A volte,,No,Sì,Spesso,Sì,"Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",16,14,14,3,7,11,2,0,3,0,0,0,0,0,2,1,2,0,0
2019-11-19 10:20:11,2019-11-19 10:36:08,IP Address,209.112.209.236,100,957,True,2019-11-19 10:36:09,R_3kjQFnhETJft2C0,,,,,61.1663055419921875,-149.9575042724609375,anonymous,EN-GB,Sì,Femmina,23,Con un partner,Citta,Stati Uniti d'America,,Laurea triennale,"Studente,Disoccupato",101,77,Tra le 23 e l'1,7-8 ore,100,No,,,,No,,,No,,,4,0,95,Sì,6,75,Sì,Tra 1 e 5 km,"auto,bici",Sì,Spesso,Raramente,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,56,No,,Tra 1 e 2 litri,Quasi mai,85,Sì,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",18-21,13,12,7,1,14,2,5,3,0,0,3,7,1,0,3,1,2,6
2019-11-19 10:29:12,2019-11-19 10:36:16,IP Address,79.196.63.169,100,423,True,2019-11-19 10:36:16,R_pK374LBf4hWOVgJ,,,,,53.577392578125,10.0785064697265625,anonymous,EN-GB,Sì,Femmina,24,Coinquilini,"Metropoli  ",Germania,,Laurea triennale,"Studente,Lavoratore part time",97,60,Prima delle 23,7-8 ore,89,No,,,,No,,,No,,3,,,100,Sì,3,62,No,Tra 1 e 5 km,piedi,Sì,A volte,Quasi sempre,Sì,Vegetariano,Sì,Occasionalmente,Per uno sport,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,67,No,,Più di 2 litri,Quasi mai,79,Sì,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica,Per lo sport",21-23,10,7,4,7,,,2,3,3,1,,4,,3,,2,4,0
2019-11-19 10:29:33,2019-11-19 10:36:52,IP Address,37.160.95.202,100,439,True,2019-11-19 10:36:53,R_10U8cDRQfviRawA,,,,,43.1479034423828125,12.1096954345703125,anonymous,IT,Sì,Femmina,29,Con un partner,"Paese ",Italia,Nord,Maturità,Lavoratore part time,184,82,Tra le 23 e l'1,6-7 ore,59,Occasionalmente,,,,No,,,No,1,2,,,17,No,,,,Più di 5 km,auto,No,,A volte,No,No,No,,,A volte,,Io,88,Sì,"Colazione,Pranzo,Cena",Meno di 1 litro,Raramente,24,No,Sì,Quasi sempre,No,,,2,11,,8,9,4,1,3,1,0,,3,1,0,,28,20,2
2019-11-19 10:30:11,2019-11-19 10:37:12,IP Address,174.233.128.216,100,421,True,2019-11-19 10:37:13,R_tFptDUYTNgw4cU1,,,,,39.6320037841796875,-84.263397216796875,anonymous,EN-GB,Sì,Maschio,23,Genitori/genitore,Citta,Stati Uniti d'America,,Laurea magistrale,Lavoratore a tempo pieno,117,90,Prima delle 23,6-7 ore,100,No,,,,No,,,No,5,0,0,0,90,Sì,7,83,No,Più di 5 km,auto,No,,Quasi sempre,Sì,Vegetariano,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,26,Sì,Colazione,Più di 2 litri,Quasi mai,92,No,Sì,Quasi sempre,Sì,"Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",19,10,10,10,7,0,0,5,0,0,0,0,5,7,3,,4,0,4
2019-11-19 10:31:59,2019-11-19 10:37:26,IP Address,176.200.78.185,100,326,True,2019-11-19 10:37:27,R_25N3b1tLBGMH6Vs,,,,,45.470703125,9.18890380859375,anonymous,IT,Sì,Femmina,24,Da solo,Citta,Italia,Nord,Maturità,Studente,198,49,Tra le 23 e l'1,6-7 ore,72,No,,,,No,,,No,1,1,0,0,94,Sì,3,69,No,Più di 5 km,"metro,piedi",Sì,Spesso,Quasi sempre,No,No,No,,,A volte,,Genitori,37,No,,,Quasi mai,72,Sì,Sì,Quasi sempre,Sì,Per necessità mediche,14,14,10,5,1,5,2,1,5,0,0,0,4,0,0,3,0,4,4
2019-11-19 10:33:28,2019-11-19 10:39:10,IP Address,209.202.237.56,100,340,True,2019-11-19 10:39:10,R_1pnEDZ9jWy2SWeO,,,,,40.0355987548828125,-75.176300048828125,anonymous,EN-GB,Sì,Femmina,36,Con un partner,,Stati Uniti d'America,,Laurea triennale,Lavoratore a tempo pieno,204,67,Prima delle 23,7-8 ore,96,No,,,,No,,,No,0,,,,91,Sì,5,96,No,Più di 5 km,auto,Sì,Quasi mai,A volte,No,Vegetariano,No,,,Sì,"Calorie, grassi, zuccheri",Io,68,Sì,Colazione,Più di 2 litri,Quasi mai,79,No,Sì,Spesso,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",25,10,10,4,11,,,11,0,0,3,0,0,0,4,,3,0,5
2019-11-19 10:35:06,2019-11-19 10:39:22,IP Address,207.228.78.69,100,255,True,2019-11-19 10:39:23,R_eXz938zhP0rjtU5,,,,,53.265899658203125,-113.5587005615234375,anonymous,EN-GB,Sì,Maschio,31,Con un partner,"Metropoli  ",Canada,,Laurea triennale,Lavoratore a tempo pieno,151,120,Prima delle 23,8-9 ore,100,No,,,,No,,,No,,,,2,,No,,,,Più di 5 km,auto,No,,A volte,Sì,Altro,No,,,,,Io,85,Sì,Colazione,Più di 2 litri,Quasi mai,79,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,31,10,10,,5,10,2,4,0,0,0,0,2,0,0,0,5,0,5
2019-11-19 10:27:30,2019-11-19 10:39:27,IP Address,62.216.205.153,100,716,True,2019-11-19 10:39:27,R_1MXujiChKtMeBRi,,,,,50.20159912109375,9.1873931884765625,anonymous,EN-GB,Sì,Femmina,27,Con un partner,Citta,Cina,,Laurea triennale,"Studente,Lavoratore part time",206,65,Tra le 23 e l'1,4-6 ore,100,No,,,,No,,,Sì,,,,,76,Sì,4,59,No,Tra 1 e 5 km,"metro,bici,piedi",Sì,Spesso,Quasi sempre,No,Altro,No,,,A volte,,Io,100,Sì,"Colazione,Pranzo,Cena",Tra 1 e 2 litri,Quasi mai,100,No,Sì,Quasi sempre,Sì,"Per necessità mediche,Quando sono andato a vivere da solo",19,7,5,3,1,2,2,3,0,0,0,0,0,2,1,0,4,0,1
2019-11-19 09:41:29,2019-11-19 10:39:33,IP Address,173.185.57.73,100,3483,True,2019-11-19 10:39:34,R_vYR9lC1fQ7tDwYx,,,,,29.64300537109375,-95.6443023681640625,anonymous,EN-GB,Sì,Femmina,23,Genitori/genitore,Citta,Stati Uniti d'America,,Maturità,Lavoratore a tempo pieno,184,76,Prima delle 23,6-7 ore,96,No,,,,No,,,Sì,,,,,100,Sì,7,100,No,Meno di 1 km,"auto,piedi",No,,Quasi sempre,Sì,No,No,,,Sì,"Calorie, grassi, zuccheri",Fratelli,19,Sì,Colazione,Tra 1 e 2 litri,Raramente,97,No,Sì,Spesso,Sì,Per la mia forma fisica,22,10,14,2,4,12,0,2,7,0,0,4,5,0,5,5,4,1,1
2019-11-19 10:30:33,2019-11-19 10:39:59,IP Address,209.171.88.133,100,565,True,2019-11-19 10:40:00,R_2pW7zqfDvAtCaLE,,,,,43.56390380859375,-79.71720123291015625,anonymous,EN-GB,Sì,Femmina,31,Con un partner,"Paese ",Canada,,Laurea triennale,Lavoratore a tempo pieno,204,61,Prima delle 23,7-8 ore,100,No,,,,No,,,No,3,3,,,89,Sì,4,71,No,Più di 5 km,auto,Sì,A volte,Quasi sempre,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,50,No,,Meno di 1 litro,Quasi mai,72,No,Sì,A volte,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",20,9,10,1,8,10,1,10,1,0,0,,4,2,3,,6,2,2
2019-11-19 10:32:32,2019-11-19 10:40:04,IP Address,76.79.191.91,100,451,True,2019-11-19 10:40:04,R_WCiyDXfqRtPrOYp,,,,,34.1100006103515625,-118.2606964111328125,anonymous,IT,Sì,Femmina,30,Coinquilini,"Metropoli  ",Stati Uniti d'America,,Laurea triennale,"Studente,Lavoratore part time",109,93,Dopo l'1,4-6 ore,62,No,,,,Sì,Leggere,Occasionalmente,No,3,3,3,3,,No,,,,Più di 5 km,"auto,piedi",Sì,A volte,Quasi sempre,Sì,No,No,,,A volte,,Io,18,Sì,"Colazione,Cena",Più di 2 litri,Raramente,81,No,Sì,Spesso,Sì,"Per necessità mediche,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",30,14,7,4,7,7,2,4,1,0,2,7,0,1,2,7,5,5,10
2019-11-19 10:32:40,2019-11-19 10:40:18,IP Address,148.69.63.54,100,458,True,2019-11-19 10:40:18,R_BVv3TPJvFhmgH0R,,,,,39.9167022705078125,-8.6284942626953125,anonymous,EN-GB,Sì,Femmina,20,Da solo,"Metropoli  ",Portogallo,,Laurea triennale,Studente,99,69,Dopo l'1,7-8 ore,100,Occasionalmente,,,,No,,,No,7,1,,8,100,No,,,,Più di 5 km,metro,Sì,Quasi mai,A volte,Sì,No,No,,,No,,Genitori,83,No,,Meno di 1 litro,Spesso,100,Sì,Sì,Spesso,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",16,7,6,7,7,7,7,7,,,4,5,,,4,5,2,0,2
2019-11-19 10:33:35,2019-11-19 10:40:23,IP Address,73.251.148.53,100,408,True,2019-11-19 10:40:23,R_1F4Uw2xHkxH3xmg,,,,,37.5453033447265625,-77.918701171875,anonymous,EN-GB,Sì,Femmina,22,Genitori/genitore,"Paese ",Isole Minori degli Stati Uniti d'America,,Laurea triennale,"Studente,Lavoratore part time",176,63,Prima delle 23,4-6 ore,40,No,,,,Sì,Leggere,Occasionalmente,No,1,1,,,,Sì,7,,No,Più di 5 km,auto,Sì,A volte,Quasi sempre,Sì,Semi-vegetariano (mangi il pesce),No,,,Sì,"Calorie, grassi, zuccheri,Allergeni",Io,63,Sì,"Colazione,Pranzo",Più di 2 litri,Quasi mai,73,Sì,Sì,A volte,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",22,7,,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0
2019-11-19 10:35:09,2019-11-19 10:41:08,IP Address,8.43.52.105,100,358,True,2019-11-19 10:41:09,R_Or1f3Q6gODcO0LL,,,,,38.1215057373046875,-97.8939971923828125,anonymous,EN-GB,Sì,Femmina,26,Con un partner,Citta,Stati Uniti d'America,,Maturità,Lavoratore a tempo pieno,200,69,Prima delle 23,6-7 ore,100,Occasionalmente,,,,Sì,Leggere,Abitualmente,No,,,0,6,99,Sì,3,26,No,Meno di 1 km,"auto,bici,piedi",No,,A volte,No,No,No,,,A volte,,Io,14,Sì,Colazione,Tra 1 e 2 litri,Spesso,90,No,Sì,Quasi sempre,Sì,Quando ho finito le superiori,20,7,10,7,10,6,6,7,4,0,0,5,4,3,4,1,12,0,5
2019-11-19 10:36:28,2019-11-19 10:41:13,IP Address,134.204.29.194,100,285,True,2019-11-19 10:41:14,R_2fm8Gp5watY079U,,,,,26.3795928955078125,-80.10289764404296875,anonymous,EN-GB,Sì,Maschio,28,Coinquilini,Citta,Stati Uniti d'America,,Laurea magistrale,Lavoratore a tempo pieno,127,77,Tra le 23 e l'1,6-7 ore,81,No,,,,Sì,Leggere,Occasionalmente,No,8,2,,,,Sì,4,76,Sì,Più di 5 km,auto,Sì,Raramente,Quasi sempre,No,No,No,,,Sì,"Calorie, grassi, zuccheri",Io,15,Sì,Colazione,Più di 2 litri,Quasi mai,31,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,19,8,4,8,2,5,5,5,3,2,0,0,5,4,1,3,3,0,1
2019-11-19 10:34:14,2019-11-19 10:41:18,IP Address,67.131.55.141,100,424,True,2019-11-19 10:41:19,R_22mDvbZkQuRD9Ri,,,,,38.2281036376953125,-84.86969757080078125,anonymous,EN-GB,Sì,Femmina,47,Con un partner,"Paese ",Stati Uniti d'America,,Laurea triennale,Lavoratore a tempo pieno,206,,Prima delle 23,6-7 ore,86,No,,,,No,,,Sì,,,,,,Sì,5,,No,Tra 1 e 5 km,auto,No,,Quasi sempre,Sì,Semi-vegetariano (mangi il pesce),Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri",Usiamo solo servizi di delivery,89,Sì,Colazione,Più di 2 litri,Quasi mai,84,Sì,Sì,Quasi sempre,Sì,Per necessità mediche,40,11,0,,11,,,11,,3,,,,3,,,0,0,0
2019-11-19 10:30:38,2019-11-19 10:41:18,IP Address,77.77.230.4,100,640,True,2019-11-19 10:41:19,R_3NRoYTFi6tA8zNH,,,,,43.8470001220703125,18.3856048583984375,anonymous,EN-GB,Sì,Femmina,23,Genitori/genitore,Citta,Bosnia Erzegovina,,Laurea triennale,Lavoratore a tempo pieno,208,48,Tra le 23 e l'1,7-8 ore,100,No,,,,No,,,No,1,1,,1,100,Sì,2,71,No,Tra 1 e 5 km,auto,Sì,A volte,Quasi sempre,Sì,No,Sì,Occasionalmente,Scelte personali,A volte,,Genitori,77,No,,Tra 1 e 2 litri,Raramente,67,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,19,10,10,1,2,5,1,1,0,0,0,0,1,1,2,1,10,1,0
2019-11-19 10:35:55,2019-11-19 10:41:50,IP Address,47.53.231.248,100,355,True,2019-11-19 10:41:51,R_1gkL2PoqZlLobo4,,,,,45.470703125,9.18890380859375,anonymous,IT,Sì,Femmina,53,Con un partner,"Metropoli  ",Italia,Nord,Maturità,Lavoratore part time,200,52,Prima delle 23,6-7 ore,100,No,,,,No,,,No,2,7,4,1,51,No,,,,Più di 5 km,auto,No,,Raramente,Sì,No,No,,,No,,Io,67,No,,Meno di 1 litro,A volte,100,No,Sì,Spesso,Sì,Per la mia forma fisica,40,7,7,4,6,5,2,2,2,0,2,1,3,1,4,2,4,10,4
2019-11-19 10:30:30,2019-11-19 10:41:59,IP Address,76.80.216.26,100,688,True,2019-11-19 10:42:00,R_2yqtjusAP173Zwb,,,,,32.9163970947265625,-117.1392974853515625,anonymous,EN-GB,Sì,Maschio,30,Da solo,"Metropoli  ",Stati Uniti d'America,,Laurea magistrale,Lavoratore a tempo pieno,95,57,Prima delle 23,8-9 ore,100,No,,,,No,,,No,1,,,0,100,Sì,3,23,No,Più di 5 km,auto,Sì,Quasi mai,Spesso,No,Vegano,Sì,Occasionalmente,Scelte personali,A volte,,Io,,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,100,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",18,9,7,5,,,,,0,0,0,0,7,7,2,2,0,0,0
2019-11-19 10:02:56,2019-11-19 10:42:25,IP Address,198.187.200.254,100,2369,True,2019-11-19 10:42:26,R_2aqWGKGOzb6LbSC,,,,,33.3321990966796875,-111.99420166015625,anonymous,EN-GB,Sì,Femmina,29,Con un partner,"Metropoli  ",Stati Uniti d'America,,Laurea triennale,Lavoratore a tempo pieno,204,63,Prima delle 23,7-8 ore,100,No,,,,No,,,No,1,,,,100,Sì,3,,No,Più di 5 km,auto,Sì,A volte,A volte,Sì,Vegano,Sì,Occasionalmente,Scelte personali,Sì,Allergeni,Io,79,No,,Meno di 1 litro,Quasi mai,100,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",15,14,14,7,,,,,4,3,1,0,4,3,1,0,1,0,4
