sex,age,housemates,city,nationality,region,qualification,working status,weight,bed time,sleeping hours,sleep importance,smoke,smoke begin,smoke object,drugs kind,drugs frequency,drugs,teetotaler,beer,wine,liquors,drinks,sport importance,sport,sport frequency,sport effort,sport diet,work distance,work transportation,bike,bike frequency,walk frequency,steps app,eating habit,food supplements,supplement frequency,supplement reason,nutritional values,which values,food shopping,food quality,skip meals,which meals skip,water a-day,sugary drinks,food impact on health,food weigh,cooking,cooking frequency,eating habits change,change reason,age at change,vegetables,carbohidrates,legumes,cheese,meat,fish,eggs,fruits morning,dried nuts morning,snacks morning,fruits evening,dried nuts evening,snacks evening,fast food a month,frozen food a month,delivered food a month,sleeping hours code,bike code,walks code,sugary drinks code,diet health score,lifestyle score
Female,28.0,Flatmates,City,Stati Uniti d'America,None,Master's degree,Student,100.0,Before 23,7-8,93.0,No,None,None,Light,Often,Yes,No,0.0,1.0,0.0,0.0,64.0,Yes,1.0,27.0,Yes,Between 1 and 5 km,car,Yes,Rarely,Sometimes,No,No,No,None,None,Yes,Calories,Me,29.0,Yes,"Breakfast,Lunch",Between 1 and 2 liters,Rarely,66.0,No,Yes,Sometimes,Yes,"Living alone,Vegetarianism,Body shape",18-26,9.0,3.0,3.0,8.0,11.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,6.0,2.0,2,4,4,3,-0.22804731480107573,0.7046934403432425
Male,20.0,With a partner,City,Belgio,None,Bachelor degree,Student,63.0,Between 23 and 1,7-8,95.0,No,None,None,None,None,No,No,4.0,0.0,0.0,1.0,71.0,No,0.0,50.0,None,Between 1 and 5 km,bike,Yes,Almost always,Rarely,No,No,No,None,None,No,None,Me,30.0,Yes,Breakfast,More than 2 liters,Sometimes,71.0,No,Yes,Almost always,Yes,"Living alone,Vegetarianism",19,10.0,14.0,10.0,4.0,9.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,3.0,6.0,0.0,3.0,2,0,3,4,0.9121255624993468,-0.9837670997166025
Male,28.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Full time,79.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,3.0,3.0,1.0,0.0,100.0,Yes,7.0,100.0,No,More than 5 km,car,Yes,Sometimes,Almost always,Yes,No,No,None,None,Yes,Calories,Me,60.0,Yes,Breakfast,More than 2 liters,Almost never,86.0,No,Yes,Almost always,Yes,Body shape,27,11.0,1.0,0.0,8.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,2,5,0,1,-1.538704943643092,1.311483946927249
Female,28.0,Alone,Town,Stati Uniti d'America,None,High school diploma,Full time,77.0,Before 23,7-8,88.0,No,None,None,None,None,No,No,1.0,0.0,0.0,0.0,50.0,Yes,3.0,50.0,No,More than 5 km,car,No,I've go no bike,Sometimes,Yes,No,Yes,Often,Medical needs,Sometimes,None,Me,78.0,Yes,Breakfast,Between 1 and 2 liters,Sometimes,90.0,No,Yes,Almost always,Yes,Body shape,24,14.0,10.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,9.0,3.0,2.0,2,2,4,4,0.27853254415545553,0.520018068774197
Male,27.0,With a partner,Town,Canada,None,High school diploma,Full time,81.0,Before 23,6-7,64.0,Yes,After 18,Altro:,Heavy,Often,Yes,No,8.0,0.0,6.0,0.0,75.0,Yes,5.0,50.0,No,Between 1 and 5 km,car,No,I've go no bike,Sometimes,Yes,No,No,None,None,Sometimes,None,Me,49.0,Yes,Breakfast,Less than 1 liter,Often,77.0,No,Yes,Almost always,Yes,Living alone,21,5.0,4.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,1,2,4,2,-1.0689810032435911,0.572782460651067
Female,21.0,Alone,City,Canada,None,Bachelor degree,Student,63.0,Before 23,7-8,80.0,No,None,None,Light,Often,Yes,No,0.0,3.0,0.0,1.0,100.0,Yes,4.0,70.0,No,Between 1 and 5 km,"car,bike",Yes,Often,Often,Yes,Vegan,Yes,Often,Medical needs,Yes,"Calories,Chemicals,Allergens ",Me,51.0,No,None,Between 1 and 2 liters,Rarely,100.0,No,Yes,Almost always,Yes,"Living alone,End of High School,Vegetarianism,Body shape","17,21",14.0,14.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,5.0,2,3,2,3,0.8633562014563421,1.285101750988814
Female,37.0,With a partner,City,Norvegia,None,Master's degree,Unemployed,51.0,Before 23,7-8,83.0,No,None,None,None,None,No,No,2.0,5.0,0.0,0.0,81.0,Yes,3.0,50.0,No,Between 1 and 5 km,car,No,I've go no bike,Almost always,No,No,No,None,None,Sometimes,None,Me,75.0,No,None,Between 1 and 2 liters,Rarely,92.0,No,Yes,Almost always,No,None,None,14.0,12.0,9.0,4.0,12.0,3.0,6.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2,2,0,3,1.3369134764151103,-0.3505943971941607
Male,49.0,With a partner,City,Spagna,None,Master's degree,Full time,83.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,No,1.0,1.0,0.0,0.0,100.0,Yes,4.0,36.0,No,More than 5 km,car,No,I've go no bike,Often,Yes,No,Yes,Often,Personal choices,Sometimes,None,Me,60.0,No,None,Between 1 and 2 liters,Almost never,100.0,No,Yes,Rarely,Yes,Body shape,40,7.0,3.0,2.0,0.0,2.0,4.0,3.0,1.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,1,2,2,1,0.7753530192951024,0.09790293375923564
Male,21.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,"Student,Part time ",77.0,Before 23,6-7,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,Yes,4.0,34.0,No,More than 5 km,"public transportation,walking",No,I've go no bike,Often,Yes,No,No,None,None,Sometimes,None,Parents,23.0,Yes,Breakfast,Between 1 and 2 liters,Sometimes,48.0,No,Yes,Sometimes,No,None,None,5.0,6.0,0.0,3.0,11.0,6.0,5.0,0.0,0.0,0.0,3.0,3.0,5.0,10.0,0.0,8.0,1,2,2,4,-0.6230891029584119,1.1268085753582036
Female,31.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Full time,68.0,Before 23,8-9,70.0,Occasionally,None,None,Heavy,Occasionally,Yes,No,13.0,0.0,0.0,0.0,77.0,Yes,4.0,11.0,No,Between 1 and 5 km,public transportation,No,I've go no bike,Almost always,Yes,No,Yes,Occasionally,Personal choices,Sometimes,None,Me,75.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,79.0,No,Yes,Almost always,No,None,None,10.0,11.0,3.0,6.0,9.0,0.0,5.0,1.0,2.0,5.0,2.0,3.0,5.0,6.0,6.0,5.0,3,2,0,1,-0.6363040875742296,-0.11315463374824503
Female,25.0,Parents,City,Canada,None,Bachelor degree,"Student,Part time ",57.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,2.0,1.0,0.0,5.0,69.0,Yes,3.0,50.0,No,More than 5 km,car,No,I've go no bike,Sometimes,Yes,No,No,None,None,Sometimes,None,Me,74.0,Yes,Breakfast,More than 2 liters,Almost never,81.0,No,Yes,Often,No,None,None,8.0,14.0,4.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2,2,4,1,-0.8553376331709434,0.7046934403432425
Female,30.0,With a partner,Town,Regno Unito,None,High school diploma,Full time,69.0,Before 23,7-8,97.0,No,None,None,None,None,No,No,1.0,1.0,0.0,0.0,80.0,No,0.0,50.0,None,More than 5 km,car,No,I've go no bike,Sometimes,Yes,Vegetarian,No,None,None,Yes,Calories,Me,32.0,Yes,Lunch,Between 1 and 2 liters,Almost never,99.0,No,Yes,Often,Yes,"Living alone,End of High School,Body shape,Sport",None,7.0,4.0,3.0,3.0,0.0,0.0,2.0,7.0,2.0,7.0,7.0,3.0,7.0,0.0,0.0,5.0,2,2,4,1,-0.22039100430880007,0.28257830532828115
Male,18.0,Flatmates,Town,India,None,High school diploma,Student,98.0,Between 23 and 1,4-6,94.0,No,None,None,None,None,No,No,2.0,0.0,4.0,4.0,86.0,No,0.0,50.0,None,Less than 1 km,walking,No,I've go no bike,Often,Yes,No,No,None,None,Sometimes,None,Me,71.0,Yes,Lunch,Between 1 and 2 liters,Sometimes,100.0,No,Yes,Sometimes,Yes,Body shape,17,6.0,14.0,2.0,4.0,7.0,0.0,7.0,2.0,3.0,4.0,1.0,2.0,3.0,8.0,10.0,4.0,0,2,2,4,-0.6071044795094751,-1.8016151738080899
Male,43.0,With a partner,City,Malta,None,Master's degree,Full time,78.0,Before 23,7-8,77.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,90.0,Yes,5.0,85.0,No,More than 5 km,car,No,I've go no bike,Rarely,Yes,No,No,None,None,Yes,Calories,Me,28.0,No,None,Between 1 and 2 liters,Almost never,81.0,No,Yes,Often,Yes,End of High School,18,7.0,13.0,2.0,14.0,8.0,3.0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,8.0,2.0,2,2,3,1,-0.9566163402764915,1.311483946927249
Female,29.0,Flatmates,Metropolis,Stati Uniti d'America,None,Master's degree,"Student,Part time ",60.0,Before 23,8-9,77.0,No,None,None,Light,Occasionally,Yes,No,3.0,2.0,0.0,2.0,66.0,No,0.0,50.0,None,Between 1 and 5 km,"car,public transportation",No,I've go no bike,Almost always,No,Vegetarian,Yes,Occasionally,Personal choices,Yes,"Calories,Allergens ",Me,14.0,Yes,Breakfast,Between 1 and 2 liters,Often,67.0,No,Yes,Often,Yes,"Living alone,Vegetarianism",21,14.0,14.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,1.0,1.0,3,2,0,2,0.7348037702714388,-0.9046205119012972
Female,28.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Full time,77.0,Before 23,6-7,100.0,No,None,None,None,None,No,No,2.0,0.0,0.0,0.0,100.0,Yes,5.0,78.0,No,More than 5 km,car,Yes,Sometimes,Sometimes,Yes,No,Yes,Often,Personal choices,Yes,Calories,Me,38.0,No,None,Between 1 and 2 liters,Sometimes,89.0,No,Yes,Almost always,Yes,Living alone,23,5.0,10.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,3.0,3.0,6.0,1,5,4,4,-1.0633757056254587,1.3906305347425547
Female,25.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Unemployed,45.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,6.0,14.0,0.0,0.0,95.0,No,0.0,50.0,None,Less than 1 km,car,No,I've go no bike,Often,Yes,No,No,None,None,Yes,Calories,Me,71.0,Yes,Breakfast,Between 1 and 2 liters,Sometimes,97.0,Yes,Yes,Almost always,Yes,Vegetarianism,23,12.0,14.0,0.0,6.0,14.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,2,2,2,4,-0.09652060459323564,-1.590557606300609
Male,22.0,Flatmates,Metropolis,Portogallo,None,Bachelor degree,Full time,95.0,Between 23 and 1,6-7,100.0,Occasionally,None,None,None,None,No,No,4.0,2.0,0.0,0.0,100.0,Yes,2.0,28.0,No,Between 1 and 5 km,"public transportation,walking",No,I've go no bike,Almost always,Yes,No,No,None,None,Yes,Calories,Me,64.0,No,None,Between 1 and 2 liters,Almost never,100.0,No,Yes,Often,Yes,"Living alone,Vegetarianism,Body shape",20,10.0,12.0,10.0,2.0,5.0,5.0,7.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,4.0,2.0,1,2,0,1,1.7207091363284062,-0.11315463374824503
Male,31.0,Alone,City,Stati Uniti d'America,None,High school diploma,"Student,Full time",80.0,Between 23 and 1,6-7,100.0,Occasionally,None,None,None,None,No,No,12.0,0.0,0.0,0.0,100.0,Yes,3.0,31.0,No,Between 1 and 5 km,"car,bike",Yes,Sometimes,Often,Yes,No,Yes,Occasionally,Personal choices,Sometimes,None,Me,50.0,Yes,Breakfast,More than 2 liters,Rarely,99.0,No,Yes,Often,Yes,"Living alone,Body shape",27,5.0,8.0,1.0,8.0,8.0,0.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,3.0,1,5,2,3,-1.4038567705161062,0.30896050126671615
Male,53.0,Alone,City,Canada,None,Master's degree,Full time,90.0,Before 23,6-7,92.0,No,None,None,None,None,No,No,1.0,0.0,0.0,0.0,92.0,No,0.0,50.0,None,Between 1 and 5 km,car,Yes,Almost never,Sometimes,Yes,No,Yes,Occasionally,Personal choices,No,None,Me,24.0,No,None,Less than 1 liter,Almost never,78.0,No,Yes,Almost always,No,None,None,7.0,14.0,4.0,3.0,11.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1,1,4,1,-0.409223541832886,0.15066732563610577
Female,22.0,With a partner,Metropolis,Italia,Nord,Bachelor degree,Unemployed,59.0,Before 23,8-9,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,55.0,No,0.0,50.0,None,Between 1 and 5 km,car,No,I've go no bike,Sometimes,No,No,No,None,None,Yes,"Calories,Chemicals",Me,56.0,No,None,Between 1 and 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,End of High School,17,14.0,12.0,4.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3,2,4,1,1.5084047458886107,0.3881070890820214
Female,27.0,With a partner,City,Eire,None,Master's degree,Full time,70.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,2.0,0.0,0.0,0.0,100.0,Yes,7.0,55.0,No,Between 1 and 5 km,walking,Yes,Sometimes,Almost always,Yes,No,Yes,Often,Personal choices,Yes,Calories,Me,68.0,Yes,Breakfast,More than 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,"End of High School,Vegetarianism,Body shape",17,9.0,5.0,9.0,0.0,10.0,4.0,2.0,3.0,5.0,1.0,7.0,7.0,0.0,0.0,2.0,4.0,2,5,0,1,1.3570249434090467,2.3140073925877824
Male,28.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Full time,82.0,Between 23 and 1,7-8,77.0,Occasionally,None,None,Light,Occasionally,Yes,No,7.0,2.0,1.0,0.0,72.0,No,0.0,50.0,None,Less than 1 km,walking,No,I've go no bike,Sometimes,No,No,No,None,None,Sometimes,None,Me,51.0,Yes,Breakfast,Between 1 and 2 liters,Sometimes,85.0,No,Yes,Often,Yes,Living alone,20,7.0,10.0,2.0,5.0,8.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,2,2,4,4,-0.12366911422200579,-0.6935629443938167
Female,33.0,With a partner,Metropolis,Stati Uniti d'America,None,High school diploma,Full time,79.0,Between 23 and 1,7-8,100.0,No,None,None,Light,Occasionally,Yes,No,3.0,2.0,2.0,0.0,98.0,Yes,3.0,67.0,No,Between 1 and 5 km,"car,public transportation,walking",Yes,Rarely,Sometimes,Yes,Vegan,Yes,Often,Medical needs,Yes,"Calories,Allergens ",Me,32.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,100.0,No,Yes,Sometimes,Yes,Vegetarianism,19,11.0,11.0,10.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,4.0,2.0,5.0,4.0,6.0,2,4,4,1,0.9065878639465018,1.1268085753582036
Female,29.0,Alone,City,Stati Uniti d'America,None,Bachelor degree,Full time,54.0,Before 23,9-10,100.0,No,None,None,None,None,No,No,4.0,0.0,1.0,0.0,100.0,Yes,3.0,70.0,No,More than 5 km,car,No,I've go no bike,Sometimes,Yes,Semi-vegetarian,Yes,Often,Personal choices,Yes,Calories,Me,0.0,Yes,"Breakfast,Dinner",More than 2 liters,Almost never,100.0,No,Yes,Often,Yes,"Vegetarianism,Body shape",25,6.0,14.0,3.0,6.0,1.0,4.0,5.0,5.0,5.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,4,2,4,1,0.7696956612265043,1.6016881022500349
Female,21.0,Parents,Town,Guernsey,None,High school diploma,Full time,90.0,Between 23 and 1,6-7,74.0,Occasionally,None,None,None,None,No,No,0.0,0.0,0.0,0.0,85.0,Yes,4.0,54.0,No,More than 5 km,car,No,I've go no bike,Often,Yes,No,No,None,None,Yes,Calories,Parents,50.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,74.0,No,No,I can't cook,Yes,Body shape,20,0.0,14.0,0.0,3.0,14.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,2.0,4.0,5.0,0.0,1,2,2,3,-1.79206439598268,-0.16591902562511515
Male,33.0,Flatmates,Metropolis,Stati Uniti d'America,None,High school diploma,Full time,83.0,Between 23 and 1,6-7,80.0,No,None,None,Light,Often,Yes,No,14.0,0.0,0.0,0.0,70.0,No,0.0,50.0,None,Between 1 and 5 km,"public transportation,bike,walking",Yes,Almost never,Almost never,No,No,No,None,None,No,None,Me,69.0,Yes,Breakfast,More than 2 liters,Rarely,55.0,No,Yes,Often,Yes,"Living alone,Vegetarianism",20,5.0,7.0,4.0,5.0,5.0,0.0,4.0,5.0,3.0,1.0,5.0,2.0,0.0,2.0,0.0,10.0,1,1,1,3,0.18836878332532297,-1.458646626608434
Male,27.0,With a partner,Metropolis,Croazia,None,High school diploma,Full time,110.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,No,3.0,0.0,1.0,0.0,100.0,No,0.0,50.0,None,More than 5 km,"car,bike",Yes,Often,Rarely,Yes,No,No,None,None,Yes,Calories,Me,89.0,Yes,Breakfast,More than 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,None,23,7.0,7.0,4.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,3.0,1,3,3,1,-0.28366487518671873,0.1770495215745409
Female,35.0,With a partner,City,Stati Uniti d'America,None,High school diploma,Student,66.0,Before 23,6-7,65.0,Occasionally,None,None,None,None,No,No,3.0,7.0,0.0,1.0,61.0,Yes,3.0,44.0,No,Between 1 and 5 km,car,No,I've go no bike,Often,Yes,No,Yes,Often,Personal choices,Sometimes,None,Me,75.0,Yes,"Breakfast,Lunch",Between 1 and 2 liters,Sometimes,82.0,No,Yes,Often,Yes,Body shape,34,13.0,4.0,2.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,3.0,2.0,2.0,1,2,2,4,0.23369016321039582,-0.3769765931325957
Male,21.0,Flatmates,City,Stati Uniti d'America,None,Bachelor degree,"Student,Part time ",73.0,Before 23,7-8,99.0,No,None,None,None,None,No,No,2.0,0.0,0.0,0.0,81.0,Yes,3.0,50.0,No,Between 1 and 5 km,walking,No,I've go no bike,Sometimes,Yes,No,No,None,None,Yes,Calories,Me,13.0,No,None,Between 1 and 2 liters,Rarely,76.0,No,Yes,Often,Yes,Living alone,19,6.0,14.0,6.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2,2,4,3,0.19630832801103926,1.3906305347425547
Male,16.0,Parents,Town,Italia,Nord,Middle school,Student,55.0,Between 23 and 1,6-7,85.0,Yes,Before 18,Sigaretta,None,None,No,No,1.0,3.0,3.0,2.0,91.0,Yes,2.0,81.0,No,More than 5 km,public transportation,No,I've go no bike,Often,Yes,No,No,None,None,Sometimes,None,Parents,46.0,Yes,Breakfast,Less than 1 liter,Rarely,80.0,No,Yes,Rarely,Yes,Medical needs,8,4.0,7.0,5.0,2.0,9.0,7.0,4.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,4.0,0.0,1,2,2,3,-0.08175571505642158,-1.0101492956550375
Female,21.0,Parents,City,Italia,Nord,High school diploma,Student,45.0,Between 23 and 1,7-8,88.0,No,None,None,None,None,No,No,0.0,0.0,0.0,0.0,92.0,No,0.0,50.0,None,More than 5 km,"public transportation,walking",No,I've go no bike,Sometimes,Yes,No,No,None,None,No,None,Parents,50.0,Yes,Breakfast,Less than 1 liter,Almost never,87.0,No,Yes,Often,Yes,Body shape,16,10.0,4.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,2,2,4,1,-0.2682910721477545,0.3881070890820214
Female,24.0,Parents,Town,Stati Uniti d'America,None,Bachelor degree,"Student,Part time ",104.0,Before 23,4-6,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,Yes,7.0,50.0,No,More than 5 km,car,Yes,Rarely,Often,Yes,Semi-vegetarian,Yes,Often,Medical needs,Yes,Calories,Me,17.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,100.0,Yes,Yes,Almost always,Yes,"Medical needs,Living alone,Body shape",18,14.0,14.0,5.0,14.0,14.0,2.0,14.0,3.0,2.0,1.0,3.0,2.0,2.0,10.0,3.0,4.0,0,4,2,1,-0.5861853890996251,1.1268085753582036
Female,23.0,Parents,Town,Stati Uniti d'America,None,High school diploma,"Student,Part time ",58.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,No,0.0,0.0,0.0,0.0,100.0,No,0.0,50.0,None,Between 1 and 5 km,"car,walking",Yes,Almost never,Rarely,Yes,No,No,None,None,Yes,Calories,Me,23.0,Yes,Breakfast,Between 1 and 2 liters,Often,100.0,No,Yes,Rarely,No,None,None,8.0,12.0,3.0,10.0,14.0,10.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,10.0,3.0,5.0,1,1,3,2,-0.9598881716832824,-0.16591902562511515
Female,30.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Full time,81.0,Between 23 and 1,7-8,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,Yes,2.0,7.0,No,More than 5 km,car,Yes,Almost never,Sometimes,Yes,No,Yes,Often,Medical needs,Yes,"Chemicals,Allergens ",Me,3.0,Yes,Breakfast,Less than 1 liter,Almost never,78.0,No,Yes,Almost always,Yes,Medical needs,27,10.0,14.0,7.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2,1,4,1,0.4917280728351339,0.01875634594393037
Male,24.0,Flatmates,Metropolis,Stati Uniti d'America,None,Bachelor degree,Unemployed,88.0,Between 23 and 1,7-8,84.0,Occasionally,None,None,Heavy,Occasionally,Yes,No,14.0,0.0,4.0,0.0,84.0,Yes,4.0,62.0,No,More than 5 km,car,No,I've go no bike,Sometimes,Yes,No,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,39.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,81.0,No,Yes,Almost always,Yes,"Body shape,Sport",15,14.0,8.0,7.0,3.0,5.0,5.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,2,2,4,3,1.6275934284978424,-0.7463273362706869
Female,37.0,Alone,Town,Regno Unito,None,Master's degree,Full time,79.0,Before 23,8-9,82.0,No,None,None,None,None,No,No,0.0,1.0,0.0,0.0,74.0,No,0.0,50.0,None,More than 5 km,car,Yes,Rarely,Rarely,Yes,Vegetarian,No,None,None,No,None,Me,24.0,No,None,Less than 1 liter,Sometimes,75.0,No,Yes,Almost always,Yes,"Vegetarianism,Body shape",35,10.0,11.0,9.0,7.0,0.0,0.0,4.0,2.0,0.0,5.0,2.0,0.0,3.0,0.0,2.0,2.0,3,4,3,4,0.1752370993336115,-0.034008045932939594
Female,30.0,With a partner,City,Stati Uniti d'America,None,Master's degree,Full time,72.0,Between 23 and 1,7-8,100.0,No,None,None,Light,Often,Yes,No,2.0,1.0,0.0,0.0,100.0,Yes,4.0,70.0,No,More than 5 km,car,Yes,Rarely,Almost always,Yes,Vegetarian,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,81.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,100.0,No,Yes,Often,Yes,Living alone,21,14.0,14.0,10.0,5.0,0.0,0.0,3.0,3.0,4.0,5.0,0.0,0.0,0.0,4.0,7.0,10.0,2,4,0,3,1.0702625543959703,-0.3242122012557257
Female,27.0,With a partner,Metropolis,Stati Uniti d'America,None,Master's degree,Full time,58.0,Before 23,6-7,97.0,No,None,None,None,None,No,No,1.0,0.0,0.0,0.0,50.0,No,0.0,50.0,None,More than 5 km,car,No,I've go no bike,Rarely,No,Vegetarian,No,None,None,Yes,"Calories,Chemicals",Me,98.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,95.0,No,Yes,Often,Yes,"Medical needs,Living alone,Vegetarianism",19,7.0,10.0,5.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10.0,1,2,3,3,-0.46397827451742757,-0.21868341750198528
Male,23.0,Parents,Metropolis,Australia,None,Bachelor degree,"Student,Part time ",86.0,Between 23 and 1,7-8,75.0,No,None,None,None,None,No,No,1.0,0.0,1.0,0.0,89.0,Yes,3.0,32.0,No,More than 5 km,car,No,I've go no bike,Sometimes,Yes,Other,No,None,None,Yes,Calories,Parents,60.0,No,None,Between 1 and 2 liters,Rarely,92.0,No,Yes,Almost always,Yes,Body shape,22,10.0,12.0,3.0,6.0,10.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,2,2,4,3,0.31398496487233435,-0.08677243780980988
Female,27.0,Parents,Metropolis,India,None,Master's degree,Unemployed,68.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,Yes,6.0,24.0,No,Between 1 and 5 km,"car,public transportation,walking",No,I've go no bike,Almost always,Yes,No,No,None,None,Sometimes,None,Parents,100.0,No,None,More than 2 liters,Almost never,72.0,No,Yes,Rarely,Yes,End of High School,21,7.0,14.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,1,2,0,1,-0.26181814623251487,0.942133203789158
Male,22.0,With a partner,Town,Danimarca,None,Bachelor degree,Full time,82.0,Between 23 and 1,4-6,27.0,Yes,Before 18,"Sigaretta,Altro:",Light,Often,Yes,No,1.0,0.0,0.0,0.0,100.0,No,0.0,50.0,None,More than 5 km,car,Yes,Rarely,Almost never,No,No,No,None,None,Yes,Calories,Me,79.0,Yes,Breakfast,Between 1 and 2 liters,Often,27.0,No,Yes,Often,No,None,None,7.0,7.0,0.0,2.0,7.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,5.0,2.0,0.0,6.0,0,4,1,2,-1.2270503960749266,-1.511411018485304
Male,24.0,With a partner,Metropolis,Stati Uniti d'America,None,Bachelor degree,Full time,84.0,Before 23,6-7,84.0,No,None,None,None,None,No,No,4.0,1.0,0.0,0.0,100.0,Yes,3.0,36.0,No,Between 1 and 5 km,car,No,I've go no bike,Sometimes,Yes,No,No,None,None,Sometimes,None,Me,74.0,No,None,Less than 1 liter,Rarely,92.0,No,Yes,Almost always,No,None,None,11.0,11.0,0.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1,2,4,3,-0.850441995201712,0.49363587283576166
Male,20.0,Parents,Metropolis,Italia,Nord,High school diploma,Student,72.0,Between 23 and 1,6-7,86.0,No,None,None,None,None,No,No,1.0,1.0,0.0,1.0,98.0,Yes,1.0,36.0,No,Between 1 and 5 km,"public transportation,bike",Yes,Almost always,Sometimes,No,No,No,None,None,Yes,"Calories,Chemicals",Me,74.0,No,None,Between 1 and 2 liters,Sometimes,61.0,Yes,Yes,Often,Yes,"End of High School,Body shape",19,12.0,14.0,7.0,4.0,4.0,4.0,2.0,6.0,3.0,5.0,6.0,3.0,6.0,1.0,4.0,1.0,1,0,4,4,1.7811376311787126,-0.3242122012557257
